NAME : Thiene
1012 45.7014497 11.5092489
1013 45.7044816 11.5086175
1014 45.7129501 11.4614716
1015 45.7137817 11.4624775
1016 45.7140425 11.458776
1017 45.7139901 11.4621054
1018 45.7148598 11.4575544
1019 45.7002992 11.467945
1020 45.7004895 11.4667535
1021 45.7007658 11.4673242
1022 45.710172 11.4931459
1023 45.7094208 11.4939339
1024 45.7097948 11.4918813
1025 45.7045034 11.4710839
1026 45.7003806 11.4914597
1027 45.7009964 11.4906889
1028 45.7112567 11.4676955
1029 45.7133429 11.4686332
1030 45.710684 11.4617566
1031 45.7128589 11.4642557
1032 45.7140679 11.4588977
1033 45.7151321 11.4600673
1034 45.7000382 11.4917081
1035 45.7003001 11.4913754
1036 45.709789 11.4658495
1037 45.7121407 11.4701519
1038 45.7123805 11.4716791
1039 45.712395 11.4705938
1040 45.7124468 11.4716498
1041 45.7124522 11.4707307
1042 45.7127399 11.4714589
1043 45.7129374 11.4711087
1044 45.7232187 11.4572537
1045 45.7136145 11.4661718
1046 45.7140803 11.4756144
1047 45.714366 11.4674073
1048 45.7145209 11.4735431
1049 45.714504 11.4741298
1050 45.7145604 11.4739323
1051 45.7146603 11.4874052
1052 45.7151253 11.4744653
1053 45.7035925 11.4586548
1054 45.7125876 11.4631063
1055 45.7126717 11.4629652
1056 45.7127668 11.4628055
1057 45.7128631 11.4626439
1058 45.7128883 11.4636814
1059 45.7129609 11.4635477
1060 45.7130469 11.4633893
1061 45.7131319 11.4632327
1062 45.7132166 11.4630766
1063 45.7133206 11.462885
1064 45.7193988 11.4737991
1065 45.71841 11.4618604
1066 45.7015525 11.4871381
1067 45.7016037 11.4872946
1068 45.701653 11.4871259
1069 45.7016604 11.4872564
1070 45.7061356 11.4881306
1071 45.7068155 11.487122
1072 45.7087017 11.4844795
1073 45.7095271 11.4861489
1074 45.7095465 11.4862308
1075 45.7100225 11.4857964
1076 45.7102495 11.4883188
1077 45.7108002 11.4900327
1078 45.7024131 11.4714913
1079 45.7024883 11.471509
1080 45.697169 11.4670685
1081 45.6976979 11.4663116
1082 45.6981277 11.4657202
1083 45.6987389 11.4669421
1084 45.6992137 11.4663034
1085 45.6993616 11.4661285
1086 45.6996408 11.4659132
1087 45.7100927 11.4857465
1088 45.70856 11.4845048
1089 45.7085926 11.4845228
1090 45.7086712 11.4845599
1091 45.7176429 11.4660511
1092 45.7168853 11.4649429
1093 45.7017909 11.4862322
1094 45.7016943 11.4864214
1095 45.7037392 11.4856901
1096 45.7037061 11.4856483
1097 45.7015204 11.4803968
1098 45.7015958 11.4815641
1099 45.7018669 11.4818846
1100 45.7023592 11.4815235
1101 45.7091722 11.4746263
1102 45.7092095 11.4743514
1103 45.7094705 11.4744542
1104 45.7117621 11.4711324
1105 45.7123332 11.4716046
1106 45.7124424 11.4707467
1107 45.7124465 11.471796
1108 45.712483 11.4708503
1109 45.7037028 11.4799143
1110 45.7024512 11.4798111
1111 45.7074407 11.48267
1112 45.7069919 11.4832747
1113 45.7067462 11.4836621
1114 45.7027406 11.4849059
1115 45.7028627 11.4850465
1116 45.7037686 11.4897462
1117 45.7030375 11.4896202
1118 45.7027718 11.4901521
1119 45.7047119 11.4924909
1120 45.706219 11.4882527
1121 45.70643 11.4879544
1122 45.7064203 11.4877291
1123 45.7064989 11.4876254
1124 45.706807 11.4877541
1125 45.7067115 11.4882946
1126 45.7078275 11.4801311
1127 45.7070211 11.4814763
1128 45.7038559 11.485848
1129 45.7039629 11.4856816
1130 45.7043362 11.4861986
1131 45.7042446 11.4863618
1132 45.7044874 11.4862092
1133 45.7047436 11.4856567
1134 45.7047409 11.4857872
1135 45.7047284 11.485372
1136 45.7046622 11.4853799
1137 45.7046083 11.4852593
1138 45.7047726 11.4851071
1139 45.6991925 11.4662153
1140 45.7122334 11.4861273
1141 45.7121158 11.4865694
1142 45.7102803 11.4835293
1143 45.7100582 11.4838834
1144 45.710371 11.4831658
1145 45.7103683 11.4836366
1146 45.7101477 11.4839841
1147 45.7125555 11.4864654
1148 45.7041369 11.4771309
1149 45.7042858 11.477405
1150 45.7100875 11.4838386
1151 45.7101764 11.4839446
1152 45.7101756 11.4836963
1153 45.7102652 11.4837991
1154 45.7098093 11.4836034
1155 45.6966695 11.4896573
1156 45.6975201 11.4883753
1157 45.6977073 11.4883244
1158 45.6976186 11.4879571
1159 45.6977348 11.4883344
1160 45.6977861 11.4881355
1161 45.6978103 11.4882692
1162 45.6984297 11.4869304
1163 45.6987253 11.4873808
1164 45.7133213 11.4782665
1165 45.7133655 11.4780996
1166 45.7134679 11.4781554
1167 45.7135377 11.4778876
1168 45.7136103 11.4784255
1169 45.7136534 11.4782564
1170 45.7138629 11.4775845
1171 45.7033515 11.4765275
1172 45.703712 11.4760929
1173 45.7043989 11.4759399
1174 45.7048719 11.4755064
1175 45.7049825 11.4753384
1176 45.705017 11.4752937
1177 45.6969715 11.4891259
1178 45.6979569 11.4921718
1179 45.6980603 11.4920671
1180 45.6985494 11.4930316
1181 45.6988748 11.4863213
1182 45.706923 11.4494041
1183 45.707426 11.4840595
1184 45.7076123 11.4847688
1185 45.7088065 11.4845839
1186 45.7107222 11.4898105
1187 45.7096877 11.4773159
1188 45.7103844 11.4817452
1189 45.7080119 11.4786564
1190 45.7082511 11.4782361
1191 45.7083099 11.4781448
1192 45.7032744 11.4814267
1193 45.704924 11.48503
1194 45.704924 11.4849867
1195 45.7049249 11.4851227
1196 45.7046388 11.484886
1197 45.7042663 11.4856275
1198 45.7043997 11.4861091
1199 45.7067587 11.4916271
1200 45.7077355 11.4918948
1201 45.7121479 11.4674604
1202 45.7131245 11.4654535
1203 45.7141496 11.4817072
1204 45.7137476 11.4815702
1205 45.6990241 11.4672458
1206 45.6983584 11.4844755
1207 45.6992758 11.4851812
1208 45.6970437 11.4810834
1209 45.6969669 11.4813852
1210 45.698067 11.479301
1211 45.6984836 11.4789542
1212 45.6982713 11.4792948
1213 45.6981605 11.4791647
1214 45.6965118 11.4834823
1215 45.6966082 11.4838126
1216 45.6968742 11.4846307
1217 45.6968375 11.4835594
1218 45.7031372 11.4793431
1219 45.7030793 11.4794545
1220 45.7032912 11.480007
1221 45.7023916 11.4880328
1222 45.7064929 11.4833143
1223 45.7070009 11.482002
1224 45.7066083 11.4824464
1225 45.6988174 11.4791611
1226 45.698718 11.4790392
1227 45.7010699 11.4758644
1228 45.7003422 11.4685297
1229 45.7003825 11.4687164
1230 45.7004739 11.4686634
1231 45.6990824 11.47731
1232 45.698972 11.4771728
1233 45.7016958 11.492074
1234 45.7013054 11.4911889
1235 45.7012342 11.4913192
1236 45.7011805 11.4911775
1237 45.7011199 11.491369
1238 45.7012778 11.4911386
1239 45.7012778 11.4913038
1240 45.7012946 11.4912818
1241 45.7011726 11.4912361
1242 45.7014192 11.4914009
1243 45.7011188 11.4909
1244 45.6972075 11.4887465
1245 45.6972529 11.488756
1246 45.6977352 11.4881136
1247 45.6976477 11.4883161
1248 45.6976627 11.4882165
1249 45.6979881 11.4881208
1250 45.6964186 11.4834177
1251 45.698823 11.4793815
1252 45.6987525 11.4792927
1253 45.6986293 11.4791377
1254 45.6986091 11.4797244
1255 45.702562 11.4717682
1256 45.7024126 11.4753522
1257 45.7024184 11.4754139
1258 45.7014903 11.5032665
1259 45.7033255 11.5013818
1260 45.7018631 11.4988374
1261 45.6974013 11.4913818
1262 45.6974791 11.492674
1263 45.699089 11.46427
1264 45.7000001 11.4631347
1265 45.6982423 11.4638181
1266 45.6987885 11.4634009
1267 45.7013374 11.4652303
1268 45.701446 11.4651086
1269 45.699775 11.4769599
1270 45.7000041 11.4767248
1271 45.700114 11.4765796
1272 45.7001943 11.4764913
1273 45.6965633 11.4642345
1274 45.7001523 11.468655
1275 45.7182897 11.4959409
1276 45.6978381 11.4604419
1277 45.7122081 11.4667112
1278 45.7121299 11.4668789
1279 45.7119489 11.4672795
1280 45.7124333 11.4659643
1281 45.7122179 11.4664042
1282 45.7118193 11.4664304
1283 45.7121703 11.4674144
1284 45.7119623 11.467233
1285 45.7120447 11.4662996
1286 45.7125797 11.4645751
1287 45.712659 11.4646733
1288 45.6987315 11.477301
1289 45.6988565 11.4770378
1290 45.6961853 11.4761924
1291 45.6984303 11.4770185
1292 45.6985401 11.4767813
1293 45.6984289 11.4845297
1294 45.6989774 11.4845231
1295 45.7019134 11.4891873
1296 45.701111 11.4882165
1297 45.7018331 11.4874629
1298 45.7025819 11.5118314
1299 45.6984356 11.5101989
1300 45.6998448 11.5055299
1301 45.6982554 11.5050753
1302 45.6989017 11.5039041
1303 45.6946157 11.4989207
1304 45.6958014 11.4943956
1305 45.6961999 11.4943621
1306 45.7052899 11.4911508
1307 45.7053008 11.4913296
1308 45.7051332 11.4916549
1309 45.7051724 11.4913735
1310 45.7052368 11.4913614
1311 45.7052883 11.4914182
1312 45.7052967 11.4915104
1313 45.7052571 11.4915842
1314 45.7051926 11.4915962
1315 45.7051411 11.4915395
1316 45.7051327 11.4914472
1317 45.7051474 11.4914047
1318 45.7053385 11.4916229
1319 45.7050809 11.4913189
1320 45.6984401 11.4806532
1321 45.698204 11.4803595
1322 45.6964867 11.4896302
1323 45.6979694 11.4813996
1324 45.6977249 11.4810898
1325 45.6978297 11.4884429
1326 45.6978772 11.4884017
1327 45.6971627 11.5010098
1328 45.6969841 11.5009964
1329 45.6990838 11.4693123
1330 45.6993274 11.4696396
1331 45.7069328 11.476009
1332 45.6997038 11.4984719
1333 45.6996635 11.4984346
1334 45.7087447 11.4816647
1335 45.7142678 11.4711778
1336 45.7147111 11.4703414
1337 45.7150651 11.470977
1338 45.714881 11.4717534
1339 45.7040314 11.4835944
1340 45.7096742 11.484461
1341 45.7090897 11.4836307
1342 45.7040518 11.4874899
1343 45.7041715 11.4875238
1344 45.7040921 11.4876415
1345 45.7032272 11.48648
1346 45.7032193 11.4865175
1347 45.7032474 11.4866235
1348 45.7033691 11.4866042
1349 45.7033199 11.4864164
1350 45.7030563 11.486985
1351 45.703581 11.4868668
1352 45.7031593 11.4876282
1353 45.6983837 11.4866066
1354 45.705199 11.5088636
1355 45.7058121 11.5097965
1356 45.7076032 11.509873
1357 45.7085997 11.5088106
1358 45.703599 11.5011069
1359 45.7062535 11.5066998
1360 45.7146015 11.4976788
1361 45.7153623 11.4972451
1362 45.7114142 11.4940646
1363 45.7121582 11.4949112
1364 45.7166565 11.4886968
1365 45.7149516 11.4912206
1366 45.7171101 11.4874855
1367 45.7166268 11.488684
1368 45.7025489 11.4614101
1369 45.7027621 11.4610968
1370 45.702268 11.4614101
1371 45.706288 11.4802504
1372 45.7067989 11.480895
1373 45.7079434 11.4737918
1374 45.7084661 11.4744837
1375 45.7080905 11.4750508
1376 45.7077225 11.474652
1377 45.7081041 11.4739804
1378 45.7127627 11.461165
1379 45.7135022 11.4589216
1380 45.7129406 11.4599078
1381 45.7161242 11.4709963
1382 45.7152836 11.4709764
1383 45.7153808 11.4708195
1384 45.7157422 11.4704922
1385 45.7129042 11.4641609
1386 45.7071543 11.4896525
1387 45.7071923 11.4923408
1388 45.7006221 11.4637329
1389 45.6998411 11.4629071
1390 45.7002528 11.4628806
1391 45.7000285 11.4631754
1392 45.6979184 11.4648206
1393 45.6886288 11.4740699
1394 45.7169685 11.4776163
1395 45.7167316 11.47934
1396 45.7153276 11.4686193
1397 45.7124351 11.4847092
1398 45.71214 11.4849517
1399 45.7118833 11.486467
1400 45.7098374 11.4888576
1401 45.7049185 11.471322
1402 45.704179 11.4723977
1403 45.7039347 11.4727375
1404 45.7145542 11.4616434
1405 45.714615 11.4609987
1406 45.7142452 11.4615492
1407 45.7143543 11.461902
1408 45.7142235 11.4616934
1409 45.7143218 11.4614512
1410 45.7141652 11.4613584
1411 45.7016779 11.4686227
1412 45.7137039 11.4745794
1413 45.7134969 11.4752779
1414 45.7087509 11.4830262
1415 45.7082538 11.4823327
1416 45.7088389 11.4826078
1417 45.7084419 11.4820767
1418 45.7078418 11.4795915
1419 45.7072205 11.4789751
1420 45.7075473 11.4800607
1421 45.7076353 11.4799186
1422 45.7074905 11.4799857
1423 45.707574 11.4798386
1424 45.7087386 11.4845808
1425 45.7208914 11.5070166
1426 45.7174077 11.4776404
1427 45.7121172 11.4656384
1428 45.7121654 11.4655825
1429 45.7121862 11.4658429
1430 45.7121036 11.4657223
1431 45.7122638 11.4656142
1432 45.7120526 11.4659811
1433 45.712294 11.4654189
1434 45.7115033 11.4645284
1435 45.7045103 11.4845027
1436 45.711669 11.476028
1437 45.7108775 11.4769867
1438 45.7117613 11.4759859
1439 45.7121565 11.4764844
1440 45.7116921 11.4762566
1441 45.7117461 11.4760453
1442 45.7122537 11.4763421
1443 45.7119728 11.4761957
1444 45.7119125 11.4763871
1445 45.706644 11.4756886
1446 45.7153166 11.4660696
1447 45.7143007 11.4647938
1448 45.7145224 11.4650722
1449 45.7141219 11.4653593
1450 45.7144063 11.4649264
1451 45.7149908 11.4656604
1452 45.7054523 11.4851638
1453 45.7027721 11.4823251
1454 45.7013822 11.4771846
1455 45.7044594 11.4905612
1456 45.7032956 11.4891299
1457 45.6964417 11.4917721
1458 45.6971243 11.493036
1459 45.6990451 11.4681903
1460 45.6986699 11.4687668
1461 45.7030512 11.4875069
1462 45.7028639 11.4878422
1463 45.7024229 11.5087288
1464 45.7017571 11.5097471
1465 45.7058287 11.4865562
1466 45.7054464 11.4861428
1467 45.7063668 11.4918338
1468 45.7060742 11.491389
1469 45.7058881 11.4916358
1470 45.7062728 11.4911256
1471 45.7098074 11.4871519
1472 45.7092247 11.4871158
1473 45.7095194 11.4873269
1474 45.7096543 11.4878506
1475 45.7037987 11.4881909
1476 45.7041009 11.4887496
1477 45.7040644 11.4892743
1478 45.7060645 11.4882188
1479 45.7032855 11.4877928
1480 45.7033874 11.4889558
1481 45.7032177 11.4864645
1482 45.7023609 11.48809
1483 45.7029831 11.4869092
1484 45.7028155 11.4872239
1485 45.7161136 11.4648479
1486 45.7156203 11.4709791
1487 45.7160114 11.4710668
1488 45.7152154 11.4709007
1489 45.7152701 11.4713452
1490 45.7149375 11.4717178
1491 45.7131124 11.4740939
EOF
